"ADG10003u_007" "ADG10003u_008" "ADG10003u_009" "ADG10003u_010" "ADG10003u_015" "ADG10003u_016" "ADG10003u_017" "ADG10003u_021" "ADG10003u_022" "ADG10003u_023" "ADG10003u_051" "ADG10003u_052" "ADG10003u_053" "ADG10003u_066" "ADG10003u_067" "ADG10003u_071" "ADG10003u_072" "ADG10003u_073" "ADG10003u_087" "ADG10003u_088" "ADG10003u_089" "ADG10003u_097" "ADG10003u_098" "ADG10003u_112" "ADG10003u_113" "ADG19007u_011" "ADG19007u_012" "ADG19007u_013" "ADG19007u_014" "ADG19007u_015" "ADG19007u_016" "ADG19007u_017" "ADG19007u_071" "ADG19007u_072" "ADG19007u_073" "ADG19007u_074" "ADG19007u_075" "ADG19007u_076" "ADG19007u_077" "ADG19007u_091" "ADG19007u_092" "ADG19007u_093" "ADG19007u_094" "ADG19007u_095" "ADG19007u_096" "ADG19007u_097" "ADG19007u_161" "ADG19007u_162" "ADG19007u_163" "ADG19007u_164"
"1,6-Anhydro-Beta-D-Glucose" 0.00102498135597345 0.00125224200721819 0 0 0 0 0 0.00095609169736592 0.000636742583354223 0 0.00103834598252444 0 0 0.000822177241991266 0.00132718585439808 0 0.000713539075517328 0.000767437683534915 0 0.00137652418276455 0.00136933713854093 0.00110863375538443 0.000591264050175089 0 0 0.000558456180975342 0.00136708755858271 0.000950393743274489 0.000824041026232992 0.000984490790436916 0 0.000661996054132429 0.00111467173523843 0 0 0.000680183670740839 0 0 0 0.00108620793026865 0.0009549676850977 0 0.00148668544689833 0.0014932195919093 0.00139360136853458 0.000752846112178469 0.000825572947429312 0.00112734082699189 0 0.00100809056475015
"5-AminoValericAcid" 0.00100654739580277 0 0.00113554473729782 0 0.000608714171788509 0.000789423947105194 0.000962800585410261 0.000830452848621991 0 0.000741687424311113 0.00106463173987695 0.000805527264499921 0.0012161780314835 0.0011513952087184 0.00120380421411748 0.00116508465155825 0.000814728993673912 0.000985154214474159 0.000931316270112384 0.0010651404874304 0.00080631936821842 0 0.0010758218108662 0.00105629733204076 0.000998206950728081 0.000896791861792682 0.000863274516782588 0.00082059057401253 0.00110759090650435 0.000807092925921681 0 0.00107687542378494 0.000966451625261669 0.000975954987393452 0.00112945276058226 0.00085720056133466 0 0.000747263994964701 0.000827433861565232 0.00104656701754336 0.000726733523914287 0.00126024963134964 0.000953411027540202 0.00135718204476455 0.00088641373862598 0 0.000992374847258391 0.00122539250672342 0.0017294094733425 0.00102469548046238
"Hypotaurine" 0.00100582957385265 0.000926652523761447 0.00114658321099637 0 0 0.00171580775824407 0.00183243107271367 0.00139307188343137 0 0.0011911095634247 0.0014040445593307 0.00088580207399485 0 0 0 0.00118456982986418 0 0 0 0.00107941223834222 0.0013037496975208 0.00108075264135664 0.000654445023612144 0 0 0.000935422223167045 0.00121531674182675 0.000836059044932634 0.000731531123311263 0 0.000997100597106806 0 0.000858111563390918 0.00157143882823331 0.00118303135297696 0.000866129714504861 0 0 0.000812842560306525 0.0011466191362875 0 0.00106980963225048 0.00143051243035742 0.000924068337189505 0.00183801629334858 0.00129413055570426 0 0 0 0
"Dimethylamine" 0.000917780087538153 0 0.00155559232199202 0 0.000546873663768115 0.000639234082508252 0.0014470751914941 0.000766671214831664 0.000805364802365184 0.000823391357714527 0.00117582165294834 0.000967163115574985 0.000742836657665518 0.000799217268595333 0.000884322312312258 0.000643580611088619 0 0 0.000715315710719272 0.00104923107318642 0.000936505159195394 0 0 0.000374215405544435 0.00098786338401074 0.00128344467294853 0.000957242184719596 0.000749697770367149 0.000795912146113356 0.000652758649354861 0.000858860105289647 0 0.00134721510822118 0.000825858754938268 0.000801664065246201 0 0.0006612691308094 0.00059471440181067 0.00067288107018506 0.00118425323458327 0.000773713312944052 0.00141651471230169 0 0.000603920706766476 0.00181143181839571 0.000751731662505079 0.000913338733969625 0.000862976385163415 0.000750284355975896 0.00068143106837818
"L-Cystine" 0.000916678783213997 0.00124130421023336 0.000846148722671714 0.00103652888037853 0.00185728251087252 0.00125188183382093 0.00122784050481186 0.00108562652656613 0.000804149689196632 0.000694654844727917 0.000929776778532729 0 0 0.00143522326351769 0 0.000727695051068982 0 0.000930997997186124 0.00081755322760855 0 0.000678071974544986 0 0 0.000839312976393778 0.00114335724513708 0.001009631589771 0 0 0 0.00111466913418 0.001104430670379 0.00140018581893775 0.0004830444948585 0.000677473282385454 0 0.000609947141357908 0.00125006782945744 0 0.000705325983759989 0.000830361299500217 0 0.000977885638005212 0.000957477423137795 0.00123087682567013 0.000893468020150024 0.00111568088607883 0.000840856636741222 0 0.00109571857713861 0
"D-Maltose" 0.000891682026190598 0.00131822877143164 0 0.00132053460062645 0.000805271961997588 0.000601107193532888 0.00077925918635804 0.00119009404856626 0.000871261096920426 0.000760793218961884 0.000701784205317145 0.00110127792014071 0 0.00120862577668449 0.000830230716670015 0.000979990688675634 0 0 0.000464579664920804 0 0 0.00134248614974899 0 0.00154964403360986 0.000504500054396894 0.0012411250347473 0.000657252529593843 0.00141727053913712 0.0011499871801337 0.000572133843419816 0.00163825066818718 0 0.000928412779324633 0.000667237984463374 0.00104068564893739 0 0.0008710859408192 0.000760034299492113 0.000918074721776307 0.00113353735563101 0.00103458432420417 0 0.000880459129082179 0.000648905590413044 0.000876563339045027 0.00103342188382155 0.00138385944146553 0.000832080610077446 0.0018389812278243 0.00168156307656731
"3-hydroxybutyrate" 0.0008416125428952 0 0.000351381620852771 0 0.00159751408492794 0.000595270955612598 0 0.000607496193481274 0.000650792448469171 0 0 0 0 0.000531548597785273 0.000651674359506762 0 0 0.000835546910656532 0 0.000642760866263311 0.000621234316383672 0.00095298910798931 0 0 0.000638909458566067 0 0.000616833181989454 0.000620292094194174 0 0.00056400042842935 0 0 0.000681288697765954 0.000719168589869789 0 0.000537485198848754 0.000597743925504787 0.000507651614715817 0.000757823332513773 0 0.000609057037619465 0 0.000653427066339994 0.000575946717993961 0 0 0 0 0 0
"2-Oxobutyrate" 0.000831403010009679 0 0 0 0 0 0.000605405008442434 0 0 0 0.000544088539476552 0 0.000677481765594591 0 0 0.000813654805726485 0 0.00114953141658654 0 0 0.000562574715711541 0.000816833648386303 0.000804519124967854 0 0.000677556215362044 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000665392082645666 0 0 0 0 0 0.000514205817005157 0 0
"5,6-Dihydro-5-Methyluracil" 0.000707278034896715 0.000423312264073726 0.000378369479437482 0 0.00101073625437934 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000720456686322926 0 0 0 0 0 0 0.000366628059199586 0.000689140381936445 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"GABA" 0.000688990783297877 0 0 0 0 0 0 0.000894441510631971 0 0.000824011985096962 0 0 0.00109883382670302 0.000778193256195441 0 0.000917948957185894 0 0 0.000563208245395325 0 0.000836856052913109 0 0.000413934396394785 0.000685705616704166 0.000640920776958506 0.000649991323527822 0 0.000909192859138348 0 0.000560417658274355 0 0 0.00108239295748916 0.000979781483425422 0.0010750701646185 0.000912420831896237 0.00086146810629033 0 0 0 0 0.00111121564554088 0.000888209821758521 0 0.000787342711125443 0 0.000641033064001897 0 0.000922246378391121 0.000622840601536955
"L-Anserine" 0.000651595032124282 0.000331710627113882 0.000838466550908819 0 0.000716961036562415 0.000787418973330798 0.000765715684814938 0.000875241792410544 0.000516722536413168 0.000734424264759938 0.000722671599434437 0.00102568121142502 0.00107440848626916 0.000812850494242988 0.000969071659984385 0.000704083250447459 0.000891226774159865 0 0.000845979831856069 0.000775238303124805 0.000763048109010807 0.000294332159808868 0.000625729857900364 0 0.00047503174312453 0.000911752279774206 0.000803059679052586 0.000994697374541956 0.000871389077682971 0.000600432218857141 0.000931459670933173 0.000546274229445219 0.00142332123356576 0.00111399877203454 0 0.000703685040795251 0.000680632615479953 0.00116803597560431 0.000343310764930254 0.00143879022695536 0.000764230236460276 0.000954891824786356 0.00145348490306765 0.000769047070984099 0.00139071262675661 0.00061355929856518 0.000782332687955774 0.001253371337421 0.00095835996551394 0.000795603270619544
"Creatine" 0.000629958808202804 0.000456919466095431 0.00235694914547849 0.00070309237781714 0.00139110247827903 0.00109974548810418 0 0.000905274684172366 0.0014281029674167 0 0.0010250671484827 0 0 0.00116529537193833 0.00198921936717629 0.0014641597625605 0.000587602739213523 0 0.000786262460000922 0 0.00107916317771405 0.00930892822547039 0.00108702431359068 0.000995189786195935 0.0011661192129738 0 0 0.000767819500867146 0 0.00149519601842026 0.000766821510739847 0 0.000598548454565702 0 0.0010864523045392 0.00120309840207925 0.0081483496301453 0.00559125199896793 0.00106027467938241 0.00154158871745385 0.00740730928412727 0.00108465540460071 0.00143775651214076 0.00193246946981015 0.00104195002478484 0 0.00112314647689559 0.00191042905461498 0.00124254861425476 0.00115068888593395
"CMP" 0.000606403522168323 0 0 0 0 0 0 0.000673411454189883 0 0 0.000419930199990313 0 0.000838473224076017 0 0 0 0.000489405684183467 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000699024212463576 0 0 0 0 0 0 0 0.000510721600624835 0 0 0.000737834924115067 0 0.000614950295087833 0 0.000535106308813224 0 0
"Azelaic Acid" 0.000591244531561495 0 0 0 0 0 0 0.0006959091717016 0 0.000646961150599037 0.000605387085223123 0 0.000683465959776605 0 0.000423297363961099 0.000479682825617675 0.000721955858890903 0.000758517456945927 0 0 0 0 0 0 0 0.00050569363905588 0 0.000474906054617466 0 0.000518357182344646 0 0.000688041293993466 0 0 0 0 0 0.000688740425246894 0.000446721270626498 0 0 0 0 0 0 0.000551852685786244 0 0.000541394475543767 0 0
"3-MethyladipicAcid" 0.000587399449734715 0 0.000542268572613134 0 0 0 0 0.000559527078746286 0.000674136941123137 0.000627692919546556 0.000697891733872093 0.000690750775703346 0 0 0.000594940021289644 0.000708315962135168 0.000569128288848016 0 0 0.000649641945345838 0.000650925519189203 0.000547185256289938 0 0.00070412285713299 0.000922337417749585 0 0.000807575207831031 0.000740080009350793 0.000684754381677262 0.00067094523189773 0.000651605107672123 0.00104194981928417 0 0.00071596409601185 0.000775180483683176 0.000596483591963029 0.000700900211739577 0.000626054935076586 0 0.000550068029971829 0 0.000620639043609483 0.000592757473265147 0 0 0.000633882107055465 0 0.000699487926098372 0 0.000536634233472701
"Valerate" 0.000585873445032721 0 0.000598794230751741 0 0 0.000649444242366846 0.000689895748501112 0 0 0.000716602148548462 0 0 0 0.000569952389318274 0.000535970716352955 0.000873395070859514 0.000959734296758434 0.00132612672690261 0.000656038947391972 0 0 0.000901771943839698 0.00165941915340116 0.000792857911025756 0.000747933898393501 0 0.00061908149349425 0 0 0.000588377381037226 0.000585356598914966 0.000649676865917504 0.000628718626185586 0 0 0 0 0.000265038723800482 0 0 0 0 0 0 0 0.000546937861526487 0.000565555234034388 0 0 0
"Glycerol" 0.000574863251629043 0 0 0.000978457914352781 0 0.00052884478171321 0 0.000796268008744506 0 0 0 0 0 0.000789472817183218 0 0.000732752278004966 0 0.000674334682807023 0 0.00148222081168506 0.00102817345829548 0.00147757826628133 0.000937487232900078 0.00163376244906095 0.00124483686022842 0.000987864188975253 0 0.000859206771074954 0 0.000735864911482669 0 0.000610528767994791 0 0 0.00121494174082947 0.000957403241926192 0 0.000408694799901839 0.000677882769523647 0 0 0 0.000736879346187146 0 0.000485788788243057 0 0 0.000443170560870956 0 0
"N-Acetyl-L-AsparticAcid" 0.000566079144832676 0 0 0 0 0.000711409516525447 0.00073795718634959 0 0.000584174219097549 0 0 0.000473613571835955 0.000537326354941746 0.000453672666850869 0 0.000445979560902189 0 0 0 0.000412870486018832 0 0 0 0.000484084471101849 0.000421735926314962 0 0 0.000474365037761586 0.000348161576136082 0 0.000481357364693636 0 0 0 0.000531630686989129 0.000538222449743578 0 0 0 0 0 0.000653889412784412 0.000528284039329764 0 0.000700509105837921 0 0.000472960356028737 0.000435943636889979 0 0
"UMP" 0.00053226614671746 0 0 0 0 0 0 0 0.000341310436067951 0 0.000562496201910319 0 0.000481601939879016 0 0 0 0 0 0 0 0 0 0 0 0.000421798520164351 0 0 0 0 0 0.000445674037801802 0.000448257529122878 0 0.000497653208815165 0 0 0 0 0 0.000651562469895573 0 0.000576323042584278 0 0.00063638314596761 0 0.000504051761194169 0 0.00057244561485605 0.00038462108689036 0
"3-PhenylPropionicAcid" 0.00038222602993944 0 0.000780322567702059 0 0 0 0 0.000654987750664297 0.000824137441858452 0.000827966934859362 0.000694818214158719 0.000915633782590377 0.000960447794698126 0.000931284540195333 0.000710551458717754 0.00166707125652297 0.00166958098320311 0.00272973581904172 0.0010663669796154 0.000941574257837081 0.00099868179503904 0.00171856301566068 0.00170549683542065 0.00132487347140524 0.00129934884873005 0.000736753609724132 0.000676515705213182 0.000782813379025431 0.000811912298406629 0.000612745418888692 0.00071042149434054 0.000716577373233144 0.000882820898731215 0.000726103409328277 0.000883716281726773 0.000900751002440466 0.000982416133609294 0.00090010427949779 0.000827815158842909 0.000882021524881888 0 0.000767073174791619 0 0 0.000378584983860001 0.000869653301966529 0.00074433889677438 0.000515023802609021 0.00075052502882882 0.000846187366821025
"LevulinicAcid" 0.000331714530149753 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000425596361558019 0.000525240714812741 0 0 0 0 0 0.000340308347130797 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SubericAcid" 0.000242071637771999 0 0.000288256008318044 0 0 0.000305437706051526 0.000276379515907398 0.000314893785749766 0 0.000359381157032711 0.000365431209292401 0.000368468656152284 0.000435014702282187 0 0 0.000756884417638205 0 0.000774961779668594 0.000180070087259366 0 0 0.000822467838497512 0.000667728744534426 0 0.000294913659943257 0.000228264349906568 0.00021080595906524 0.000259076095466785 0 0.000269334295936849 0.000264745558813535 0 0 0.000324999860744113 0 0 0 0 0 0 0 0.000246432524552907 0 0 0 0.000239128565457217 0 0 0 0
"D-Glucose" 0 0.0476034415066524 0.0075881940156061 0.0472056580004194 0.0108547451714223 0.00441748330929815 0.00540187935987432 0.00122952270983134 0 0.00121028740033283 0 0 0.00194675441473245 0.000868266181899276 0.00143701955861285 0 0.00104821495318813 0 0.00208333229159689 0.00367655511113509 0.00242231812422731 0 0.00134657947326595 0 0.000859040449174675 0 0.00116620451931629 0 0.00155760299010809 0.00168646114594519 0 0 0.000985577487715175 0.00166798427137158 0.0013588667497541 0.00139760363015882 0.000641911962666851 0.000862439161496578 0 0.00151476934177182 0.00114156465986537 0.00114450933789657 0.00116715243303248 0.00142972385156448 0.00119658822684848 0 0 0.00121366828883429 0 0.00132639577690289
"Taurine" 0 0.00360374603066945 0.00207783999431165 0.00346853069243119 0.00167688770364832 0.000933337946499746 0.00130333604639835 0 0 0 0 0 0.00109012815941563 0.00137270285392019 0.000885265964662165 0 0 0.00100463042849903 0 0 0 0 0.000632445279466553 0 0 0 0 0 0 0.00306985431429271 0.000351293233503764 0 0 0 0 0.000834261349592866 0.00064624359681356 0.00100240484055899 0 0 0.00149732530571394 0 0 0.0016117672490872 0 0.000898381500891446 0 0 0 0
"DehydroAscorbic Acid" 0 0.00300831679385507 0.00246854051923168 0.00488572321275099 0.00246276619486306 0 0.00136894451542872 0 0 0 0 0 0.00309115701685307 0 0.00206207252435079 0 0 0 0 0 0 0 0 0 0 0 0 0.00234461274448947 0 0 0.00327346907185896 0 0 0.00296162500119201 0.00511101828149381 0 0 0 0 0.00479017763879137 0 0 0.00354109444181471 0 0.00199398269320563 0 0 0 0.00280855873241415 0
"D-GlucuronicAcid" 0 0.0027582140181746 0 0.00241393235600336 0.00131433012266232 0.00114114664545552 0.000941306776134549 0 0.0015616656651733 0 0.00278853023857479 0 0 0 0.000940348327443255 0 0.000946166846448785 0.00253070071222709 0 0 0 0 0.00283366608637091 0 0.00140201094385211 0.00197662058277161 0.00164130097638739 0.00171252842791798 0 0 0.00114667248745495 0.00142440735882574 0.00184669872406195 0.00214781256689511 0.00190120312461695 0 0.0015839334553341 0.00152968513849629 0.00206291037335391 0.000843400023810109 0 0 0.000936563905409162 0 0 0 0.00144506525073613 0.00190632287380221 0.00222651677244921 0.00111165406038515
"GlycericAcid" 0 0.00220481986189965 0.00173828713152565 0.00171076355959255 0.00215984656021386 0.00211109337432086 0.00212805411272821 0 0 0 0 0.00256169872707734 0 0 0.0021984451096558 0.00108012923621261 0 0 0.00150983942845133 0.00112427727526017 0 0 0 0 0 0 0.000824848592695888 0 0 0.000752174267599846 0 0.00147706379802535 0.00176444694404231 0 0.00290252688752399 0.0012931619189462 0 0 0 0.00149926699977149 0 0 0.00250101235086115 0 0.00194489415166714 0 0.00177334831449168 0 0 0.00255698033552002
"TMAO" 0 0.00157302243732474 0 0.00171924638524548 0.00129976372138723 0.00193223543340821 0.000598406973955249 0.00194285217567275 0.00112624997595004 0.00242664722303071 0.000473269744675495 0 0.0015080996104298 0.0046623778024306 0.00211607857604256 0.00439471985377167 0.00117488387867456 0.000950028622130386 0.00279787519143871 0.00162099695126657 0.00189426589138826 0.00386005178269133 0.000789127689555068 0.000912865607825341 0.00432686229594959 0.00554737076756334 0.00196148358223731 0.0013205461250822 0.000908149076575712 0.000875828802355484 0.000410740442055378 0.00178150820818756 0.00300571964054605 0.00218961747165611 0.00146131339774291 0.00178489388675286 0.00139579510908692 0.00143995651108916 0.00388559767515585 0.00678971435329874 0.00236151750893124 0.00148990866325328 0.00158756351031176 0.000796243374612125 0.00104712715591607 0.0014449318990508 0.00591347777966307 0.00186108198818536 0.0010261598720408 0.00128313753758367
"Trans-AcotinicAcid" 0 0.00153229267409929 0 0 0 0 0.000701429987295578 0 0 0 0 0 0 0 0.000898343061152278 0 0 0 0 0 0 0 0 0 0 0 0.00103883166952686 0.000729021888506376 0.0011487895897062 0 0.000881876072565899 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"L-Threonine" 0 0.00133840064851118 0 0.0010077365695977 0 0 0 0 0 0 0 0.000945556465131833 0 0 0 0.000713762580619087 0.000745683073260097 0 0.000644563107158713 0 0 0.000658392728713202 0.000735500097037343 0.000638000320549894 0 0 0 0 0 0.000722180573789944 0 0 0 0.000817919874377692 0 0.00103054806752504 0 0 0.000746705432008745 0 0 0 0 0.00101380217874395 0 0.000878791138040058 0 0.000729089446743263 0 0
"SyringicAcid" 0 0.00128028161408855 0 0.00209345001539442 0.000627374840297283 0 0 0 0 0 0 0 0 0 0 0.000660822897037092 0.000858005485594787 0.000360209095866919 0 0 0 0.000763009890129609 0.000524289094901986 0 0 0 0.000325930070251452 0 0 0 0 0 0 0.000415418129597016 0 0 0 0 0 0 0 0 0.000332975385867666 0 0 0 0 0.000917127895690577 0 0
"Ethanolamine" 0 0.00124996349828342 0 0 0.00108670456464089 0.000770664098399698 0 0.00113173383694783 0 0 0 0.00110715553250923 0 0 0.00117442381654386 0.000862988291096747 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00179102618420803 0 0 0 0.00081358869374829 0.00137382575751035 0 0 0 0 0.000779808148763094 0 0 0 0.00144091123127866 0 0 0 0 0 0
"D-Galactose" 0 0.00120094814756176 0.00159280204072821 0.00169917581855893 0.00198536781905911 0 0.00131216211842824 0 0 0.00130189031654921 0 0.00316404984845975 0 0 0 0.000996176670032903 0 0 0.00109872016066136 0.00122348406437405 0 0.00270798994648027 0.00360041943538806 0 0 0.00250778927222615 0 0.00192611080192032 0 0.00176929515039509 0.00129808041023972 0.00152680142064358 0.00125498929117143 0.00214722701984174 0.00238611714571126 0.00268720846274867 0.00169599264063932 0.00305129284786251 0 0.0013776975776731 0 0.00337879462602205 0.00207166931433929 0.00167810847280488 0.0025874334824371 0 0 0 0.00269433620433105 0.00216980020040133
"3-Methyl-L-Histidine" 0 0.00111559854992353 0 0 0 0.000317284084188148 0 0 0 0 0.00133106059000505 0.00436546080595469 0 0.000982736816151607 0.000340155032979381 0 0 0 0 0 0 0 0.000855338107955725 0.000414634376894311 0 0 0 0 0.000582812518542254 0 0 0.000458857218978018 0 0 0.000384474995384342 0 0 0 0.00102258116023661 0 0 0 0 0 0 0.000398877196665662 0 0 0 0.00184115278028511
"7-Methylxanthine" 0 0.00101380460772929 0.00109649741586884 0 0.000907869853269112 0.000596643915966089 0.0012330222653045 0.000746065104057648 0 0.000997243609478794 0.00103148208674196 0 0 0 0 0 0 0 0.000749525595703952 0 0 0 0 0 0 0.00132797427860474 0 0.00101675003121561 0 0 0.00163148780217638 0 0.000687378649803211 0 0 0 0 0 0.000953836712266264 0 0 0 0 0 0 0.000708701186377109 0.000375457661741195 0 0 0
"1-Methyl-L-Histidine" 0 0.000998459891844346 0.000771060896963018 0.00145615360659245 0.0011607035323918 0.00165464531765137 0 0.00157284235877778 0.00109463594526981 0.00237339756050565 0 0 0.000773993436532533 0 0.000828880154534969 0.00127352270553774 0 0 0 0 0 0.000860803216516819 0 0.000579313729539168 0.000633006272399559 0 0.000541451895588429 0 0 0.00340644699973967 0.000931809617580634 0 0 0.000464372989263577 0.000517475093235346 0.00227638369037497 0.00102232101608395 0.000905718075856276 0.00034358308245206 0 0.00109006430821249 0 0.00207119812844007 0 0.000361354386501493 0.000647575422625355 0 0 0.00118653443046073 0
"2-HydroxyphenylAceticAcid" 0 0.000943811604836858 0 0.00105079739570757 0.00110279686446809 0 0 0 0 0 0 0.000672116563888843 0.000582812117336272 0 0 0 0 0 0 0 0 0.000427844650102108 0.000580254896693459 0 0.000358024889241291 0.000656941418427598 0 0 0 0 0 0 0.00051775770970644 0 0.00041274024182712 0 0 0 0 0 0 0 0 0 0.000533341103877108 0 0.00056033929679148 0 0 0
"ArgininosuccinicAcid" 0 0.000887055448578257 0.00135114319661148 0 0.00187931950313062 0 0 0 0 0.000873372799216435 0 0 0 0 0 0 0 0 0.000863846367599566 0 0 0 0 0 0 0 0 0 0 0 0 0.00161555259867017 0 0 0 0 0 0.000948973873864981 0 0 0 0.0011118552998436 0.00166423260909531 0 0.00159387070996543 0.00172734008332488 0 0.000838430634789396 0 0
"VanillicAcid" 0 0.00087948850801921 0.000946937305945134 0.00167913609796027 0.000979687893796782 0.00079788467532465 0 0 0 0.00103513699932494 0.00064798952447599 0.000531000163859482 0 0.000896181690816867 0 0 0 0 0.00069183824891399 0 0.000443424006453592 0 0 0 0 0.000426834688044876 0.00110749552508419 0 0.000418698026349701 0 0.000546455255557496 0 0.00112202319747831 0.00159005137372992 0.0018899740140255 0.00225789110483829 0 0 0.000847562783461845 0.00178319861120789 0.00182675304404181 0.00281013086683879 0.00111056190568161 0 0.0010132023338234 0.000488831115090887 0.00112512525274549 0.00153968558353986 0.000926242526268942 0.00122062231097072
"trans-FerulicAcid" 0 0.000870254698778441 0 0 0 0.000494896084812386 0 0 0 0 0 0.000395059463147141 0 0.000409799872977231 0 0 0.00124952693491827 0.000472194413307687 0 0 0.000424670657302445 0.000413591264726797 0.000646051576717154 0.000499863542314202 0 0.000392573759305062 0.000494692950149356 0.000438014096220794 0 0.000597492626374346 0 0 0.000619229782348978 0 0.000587867357224946 0 0 0 0.000458467368468299 0.000292150374508495 0.000650748587172405 0 0.000336687991249227 0.000921753397897137 0.000454397722125332 0 0.000571353439465763 0 0.00070626698310943 0.000703941541262649
"L-Carnitine" 0 0.000801417026431438 0.00046177435641416 0.000847242182810611 0.000601862328536531 0 0 0 0 0 0.000172763788148495 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000247292929076052 0 0.000216054683953403 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"2-deoxycytidine" 0 0.000637907930860556 0 0 0 0.00121588601119758 0.000863880124044011 0.00043927573636599 0 0.000937656157471565 0.00122673746234881 0.00122721862349709 0 0.000677449942061896 0.000722009946808218 0 0 0 0.000564747185523518 0.000897848918061643 0.00100095508370264 0.000861352970646961 0.000877907299847369 0.000689326309477377 0 0.0009934320678305 0.00108385572448646 0.000703270647615728 0.000853863582187434 0.000602887094010712 0.00143900869744056 0.000928467167722246 0.000635226125000094 0.00131076499169797 0.000868291491464902 0.000989682032543376 0.000555175427537198 0.000787854758913142 0.00180346412289239 0.00116768281730556 0.000794598197979337 0.00104121832971827 0.000668538359130522 0.000709367147833918 0.000759670493087441 0.000926127256181829 0.000970596062804727 0.00133793370797412 0.00101070401752123 0
"Phosphocholine" 0 0.000630351171485013 0 0.000646312692324224 0.000305806299425161 0.0015320634750415 0.00102650119194959 0 0 0.000560513363057579 0 0.000237948323523489 0 0 0 0 0 0 0.000711087763749488 0.00034310670447032 0.000390714285109087 0.000331310361838329 0 0.000357277647454718 0.00102869583366439 0 0 0 0.000725998560696766 0 0 0 0 0 0 0 0.000488359965385507 0 0 0 0 0 0 0 0 0 0 0 0 0
"D-Fucose" 0 0.000543425088129912 0.00114807065853565 0.000561149752187101 0.0010409099891338 0.000745732198815364 0.00103347050091076 0.000630590984418976 0.00100770792165915 0.000768369976946876 0 0 0.000977941475846912 0.000909359390017147 0.00112947323995857 0 0.00060190201237307 0.000503195945642815 0.000710147672986237 0 0 0.00132424102718646 0.0010613541146485 0 0.00155338661944484 0.00128335409953887 0.00117578920505346 0.00123734843644027 0.000712107431525737 0 0 0.00105724533068137 0.00135469256689927 0.00141011620275504 0.00130063234182058 0 0.000945424531266863 0.000959437538264244 0.00122419366556344 0.00120738483270002 0.000427697864373442 0.00132188863932622 0.000530071928978687 0 0.00103562073248666 0.000808164289485413 0.000875437841983726 0.00113441654292718 0.000988370148066066 0.000806941123046017
"L-Glutathione-oxidized" 0 0.000395964594327403 0 0.000350027626982268 0 0 0.000674273881239361 0 0 0.000423372150891599 0.000428653940303442 0 0 0.0004933668768606 0 0 0 0 0 0 0 0 0 0.000551855964102613 0.000587532834690603 0.000373962915574228 0.000518718414440024 0 0 0 0.000423811359481037 0.000782146700376496 0.000646223032647263 0.00048536372863444 0.000296666815046889 0 0 0 0.000524658871863648 0 0 0 0 0 0 0.000759226955327266 0 0 0.000413990560552796 0.000625367061200767
"UDPG" 0 0.000395952740620109 0.000536706362435549 0.000520279384353957 0 0.000498601374506289 0.000665290299889996 0.000325048012009815 0.000496533196489634 0 0.000548796882275259 0 0.000716842414456914 0.000567702666541664 0 0.000514872311839514 0.000629854265548076 0.000714487581946097 0.00052733519992437 0.000750687665049304 0.000873988879562722 0.000678723046701549 0.000730552089160143 0 0 0.000490800594396617 0.000486895910288853 0 0.000684256980580673 0 0 0.000759621905507187 0.000512953326939166 0 0 0.000555279012209428 0.000386082456279069 0.000479543066401742 0.000375086353677725 0.000556055236995151 0.000556280010399164 0.000573996853583444 0.000467908749735298 0.000631905755708477 0.000488746171131915 0.00057976617860265 0.000451639461222917 0.000399696544110702 0.000513399644585184 0.000392451971195659
"AscorbicAcid" 0 0 0.00328974143765626 0 0 0.000483936954175807 0.00146990851936901 0 0 0.00160680107582275 0 0.00417116942254819 0.00178508400650297 0.000912109223610745 0 0 0.00098625979944243 0 0 0 0 0.00126658883983142 0.00380101026123872 0.0014627024609784 0.00119335936880496 0.00144461369032792 0.000949200822732578 0.00153450982194266 0.00242224653807645 0.00110274077310995 0.00105249489250596 0 0 0 0.0025830528504962 0.00202873991009759 0 0 0 0 0.00232070824028543 0 0.00205966146843106 0 0.00156569754462325 0 0.00267022038374119 0 0 0
